age,income,loan_amount,emp_length,home_ownership,purpose,credit_history_length,historical_default,default
41,103992.50275065818,28627.27837830401,9,MORTGAGE,HOME_IMPROVEMENT,2,0,0
63,104038.5117161989,16280.720682249357,0,RENT,DEBT_CONSOLIDATION,17,1,1
43,135445.07836681532,41908.37892692082,4,MORTGAGE,HOME_IMPROVEMENT,9,0,0
36,97830.01230148265,38329.080082054206,6,MORTGAGE,HOME_IMPROVEMENT,17,1,1
29,85279.9692950583,11631.24947219849,8,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
49,38053.272431547215,12283.129453684496,1,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
65,35045.8888682317,24028.914916144466,12,RENT,DEBT_CONSOLIDATION,19,0,1
42,40061.803486800316,35263.600374420974,18,MORTGAGE,EDUCATION,3,0,1
51,42340.30257252228,3893.736313703969,1,MORTGAGE,VENTURE,1,0,0
36,102924.02204627241,31813.411610592386,12,RENT,HOME_IMPROVEMENT,4,0,0
36,116327.56253569521,29874.14358743017,0,MORTGAGE,HOME_IMPROVEMENT,18,0,0
33,88898.89798043443,11953.644124258493,0,MORTGAGE,DEBT_CONSOLIDATION,8,0,1
28,127772.30523091383,31298.179569377997,0,OWN,DEBT_CONSOLIDATION,10,0,0
59,148864.21947537232,42427.877223839554,0,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
21,126601.64178551629,4011.7913337860464,3,RENT,DEBT_CONSOLIDATION,1,0,0
64,110334.7085778747,15745.038377558689,0,RENT,DEBT_CONSOLIDATION,8,0,0
44,89224.05092682906,20841.598816653277,1,MORTGAGE,HOME_IMPROVEMENT,1,0,0
58,78350.89931771207,40668.195433761655,0,MORTGAGE,HOME_IMPROVEMENT,19,0,1
28,30971.009470790505,43377.24220419374,2,RENT,MEDICAL,10,1,1
41,71917.93729130982,21096.955599342287,0,RENT,DEBT_CONSOLIDATION,15,0,0
62,138317.50278167747,34251.22172211422,6,MORTGAGE,EDUCATION,11,0,0
65,125042.94188785188,24861.42402187277,0,RENT,VENTURE,19,0,0
23,48086.67745151934,25124.66619387919,5,RENT,HOME_IMPROVEMENT,5,0,1
45,80659.01201063806,13958.279147853327,10,RENT,DEBT_CONSOLIDATION,12,0,0
48,126174.0163326108,11329.11857214682,0,RENT,DEBT_CONSOLIDATION,1,0,0
64,28759.99212211793,14384.22987473377,13,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
53,70361.03613692572,25922.10431205441,0,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
42,130739.36079361319,3253.672998949827,1,RENT,EDUCATION,10,0,0
56,72506.72234211609,41011.704607325446,0,RENT,DEBT_CONSOLIDATION,6,0,0
30,30089.903815087313,8720.199510640377,2,RENT,DEBT_CONSOLIDATION,12,0,1
25,90529.4679091927,11463.813105469622,4,MORTGAGE,EDUCATION,7,0,0
37,132026.5243393784,24285.875587248793,9,RENT,VENTURE,5,0,0
40,96737.12058391076,32534.934952503012,2,MORTGAGE,HOME_IMPROVEMENT,18,0,0
61,49416.28406785014,6116.349354009084,7,MORTGAGE,EDUCATION,17,0,0
55,69951.15061785957,15660.871994527974,1,RENT,DEBT_CONSOLIDATION,16,1,0
60,78516.03695365119,43653.00803969736,8,RENT,DEBT_CONSOLIDATION,8,0,1
57,95304.62599666849,13280.747571580665,1,RENT,DEBT_CONSOLIDATION,13,1,0
53,118715.6333478397,15461.156237715315,0,MORTGAGE,HOME_IMPROVEMENT,16,0,0
36,32853.5702932826,37969.43509657544,1,MORTGAGE,MEDICAL,11,0,1
56,135654.76429228362,4159.220562689576,1,RENT,DEBT_CONSOLIDATION,6,1,0
44,21600.261392089826,21978.366258785747,4,OWN,HOME_IMPROVEMENT,3,0,1
57,68106.80350765318,18323.52087142182,11,RENT,DEBT_CONSOLIDATION,1,0,0
31,23564.640296445494,15613.230676072,0,MORTGAGE,HOME_IMPROVEMENT,13,0,1
42,71086.64929488787,14285.082543924875,7,MORTGAGE,DEBT_CONSOLIDATION,5,1,1
61,88355.63785353208,5929.086508997596,6,MORTGAGE,DEBT_CONSOLIDATION,13,0,0
41,86518.58025559652,15537.5106621209,12,MORTGAGE,VENTURE,10,0,0
40,41531.685113674495,3851.2533167737483,1,MORTGAGE,HOME_IMPROVEMENT,5,0,0
46,103946.2663124296,35581.446136710714,3,MORTGAGE,HOME_IMPROVEMENT,14,1,0
50,25821.19856560687,19123.795140194503,15,MORTGAGE,DEBT_CONSOLIDATION,17,0,1
25,119047.886617214,21087.864789756197,6,MORTGAGE,DEBT_CONSOLIDATION,1,0,0
46,143063.776419161,40424.56721735566,2,RENT,DEBT_CONSOLIDATION,2,0,1
59,64169.947529645324,30296.36430603249,0,RENT,VENTURE,7,0,1
53,87241.11962286315,2346.541443711151,1,MORTGAGE,MEDICAL,10,0,0
31,69258.33614764587,42556.517387335254,5,MORTGAGE,HOME_IMPROVEMENT,7,0,1
64,20872.350739527796,12197.212037041581,7,MORTGAGE,DEBT_CONSOLIDATION,16,0,1
26,70163.68537636507,6627.40994467393,0,MORTGAGE,VENTURE,5,0,0
29,122923.63370397504,35029.511670377935,5,MORTGAGE,HOME_IMPROVEMENT,11,0,0
64,97478.54948385264,23520.52458226888,4,MORTGAGE,HOME_IMPROVEMENT,17,0,0
36,33163.78889997066,20652.134338774755,4,MORTGAGE,DEBT_CONSOLIDATION,16,0,1
45,130128.13366019206,12728.632426357895,7,MORTGAGE,EDUCATION,16,0,0
40,89041.09483508157,25541.274064079702,10,RENT,HOME_IMPROVEMENT,19,0,1
47,129424.0370268079,13798.53802371126,2,RENT,VENTURE,15,1,0
65,95428.79744205382,40768.069227343905,13,MORTGAGE,VENTURE,12,0,0
21,92759.49782893219,11253.79262852729,1,RENT,DEBT_CONSOLIDATION,3,0,0
62,33683.69407561161,40027.2714695974,1,OWN,EDUCATION,2,0,1
20,41756.76530802163,26054.43330627635,1,RENT,VENTURE,2,0,1
55,146363.28334455684,37624.989757495365,0,RENT,DEBT_CONSOLIDATION,13,1,1
45,49703.2770781202,32652.377822021066,1,OWN,DEBT_CONSOLIDATION,3,1,1
48,147068.77533874783,31957.889791780188,0,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
40,89148.65184815424,15946.869730887396,10,RENT,HOME_IMPROVEMENT,1,0,0
30,37652.57611831183,12057.568053304749,0,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
59,32909.28635798008,11068.107790273889,8,MORTGAGE,HOME_IMPROVEMENT,10,0,0
30,47152.3291917462,38859.241253562315,0,MORTGAGE,DEBT_CONSOLIDATION,12,0,1
55,140332.85290329365,37278.353271137865,17,RENT,VENTURE,6,0,0
58,73839.52916266948,20944.661704529215,7,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
59,71406.45483907887,7693.398380347548,0,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
54,60716.81393912262,18436.846835030712,8,RENT,HOME_IMPROVEMENT,5,0,0
53,39118.040573656486,28631.76852788719,4,MORTGAGE,HOME_IMPROVEMENT,4,0,1
43,83420.65563501284,21539.335642637972,9,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
41,36906.21172644803,35548.138544768786,4,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
24,128612.4307297026,44897.78135680957,6,MORTGAGE,DEBT_CONSOLIDATION,6,0,1
52,68151.60821578983,10218.679803302564,9,RENT,EDUCATION,18,0,0
55,68724.46381163353,21764.985245361615,3,RENT,VENTURE,18,0,0
39,81620.83570281026,20532.307782595348,0,MORTGAGE,HOME_IMPROVEMENT,2,0,0
38,77736.60271154772,15093.178908204885,11,MORTGAGE,EDUCATION,13,0,0
54,149331.5364977118,10518.107218972451,2,MORTGAGE,EDUCATION,15,1,1
62,90899.54575837933,4824.761009055346,4,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
36,31466.221492683188,40146.130640619034,0,RENT,MEDICAL,3,0,1
64,98894.05440500089,20053.49400051166,4,RENT,VENTURE,5,0,0
62,39705.958073084395,23366.507295502102,25,MORTGAGE,DEBT_CONSOLIDATION,5,1,0
53,24021.893815074458,41428.50807263938,1,RENT,DEBT_CONSOLIDATION,5,0,1
28,146196.47997804225,35380.49053318576,3,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
45,120560.05589949331,7611.554357038921,6,RENT,DEBT_CONSOLIDATION,3,0,0
21,147414.16901378968,26313.058607132923,3,MORTGAGE,EDUCATION,3,0,0
28,82124.19824289152,21016.847890341043,3,RENT,HOME_IMPROVEMENT,4,0,1
28,89193.4790493669,36280.0761208868,2,MORTGAGE,VENTURE,1,0,1
59,41883.80426948693,33141.99954731381,16,MORTGAGE,EDUCATION,16,0,1
36,52097.965466786125,31687.446042176096,6,RENT,EDUCATION,8,0,1
20,129011.39793736767,16643.427925635566,0,RENT,EDUCATION,2,0,0
44,66304.13412528724,36613.440407167946,0,RENT,DEBT_CONSOLIDATION,8,0,1
62,127485.94659353446,4252.825710579033,3,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
59,112171.78415731413,8863.870761583192,1,RENT,EDUCATION,8,0,0
61,43032.22028534251,16431.800738050202,1,MORTGAGE,DEBT_CONSOLIDATION,12,0,0
44,85968.02759556648,5302.719965979095,12,OWN,DEBT_CONSOLIDATION,16,0,0
58,108060.35179743319,12104.753933991738,0,MORTGAGE,VENTURE,12,0,0
54,50554.83792449726,37696.49226891048,7,RENT,EDUCATION,19,0,1
22,127989.50636761,42774.81612497341,1,OWN,DEBT_CONSOLIDATION,4,0,1
56,90827.59548087428,15097.901298290191,8,RENT,EDUCATION,7,0,0
63,41481.46655753841,13374.179571520044,7,MORTGAGE,VENTURE,12,0,0
63,95787.97540139832,14035.384046596357,0,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
49,149962.79454026883,13941.920756086285,4,MORTGAGE,DEBT_CONSOLIDATION,16,0,0
57,39567.79391624376,3544.9978339968384,0,MORTGAGE,MEDICAL,9,0,0
53,126178.40091553866,41857.402892237646,12,RENT,DEBT_CONSOLIDATION,7,0,0
31,46950.17041438253,11189.02008752412,12,RENT,DEBT_CONSOLIDATION,13,0,0
38,121710.48282981134,20060.17518550041,3,MORTGAGE,HOME_IMPROVEMENT,11,1,0
56,115495.13000578372,2416.5359578616126,3,RENT,VENTURE,7,1,0
63,59063.62012805621,38892.06890934746,2,OWN,DEBT_CONSOLIDATION,10,0,1
36,62357.00528337848,33439.76581156144,7,OWN,DEBT_CONSOLIDATION,9,1,1
29,123027.78095517949,42710.50951246924,2,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
31,79987.91654535064,35609.46560544516,1,MORTGAGE,MEDICAL,13,0,0
35,115006.34373253514,15489.380018238806,3,MORTGAGE,DEBT_CONSOLIDATION,10,1,0
43,39237.93915755852,12658.554425322216,0,OWN,HOME_IMPROVEMENT,19,0,0
38,130832.51164720196,32001.801224791598,8,MORTGAGE,MEDICAL,17,0,0
27,112415.01316870148,17656.849325451476,0,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
50,137902.5651485284,26347.245677362513,6,RENT,MEDICAL,13,0,0
40,37208.409274546415,2269.07125413822,1,RENT,MEDICAL,1,0,0
36,97091.8850468777,4661.085172260436,1,MORTGAGE,VENTURE,2,0,0
42,97885.67605524228,25020.821470811003,6,MORTGAGE,DEBT_CONSOLIDATION,13,1,1
56,65949.89627108173,26341.0807972711,29,MORTGAGE,EDUCATION,9,0,0
35,79600.63519400351,34312.47661175177,9,RENT,VENTURE,7,0,0
25,24937.60322768095,7674.508743830354,1,RENT,MEDICAL,7,1,1
27,116961.80502151157,24066.872601541487,1,RENT,DEBT_CONSOLIDATION,9,0,0
44,91411.92232241262,10361.24871056261,12,RENT,VENTURE,7,0,0
37,27506.336742992593,6007.433141195872,3,RENT,DEBT_CONSOLIDATION,6,0,0
44,108498.26608486312,19651.319144603847,0,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
31,80681.67004005442,9023.47586782946,11,MORTGAGE,HOME_IMPROVEMENT,13,0,0
34,24479.96372525,11536.625062269699,10,MORTGAGE,VENTURE,11,0,0
45,146049.0044902524,15654.846934388575,24,RENT,HOME_IMPROVEMENT,12,0,0
60,143384.57860162726,13153.701231957439,14,RENT,HOME_IMPROVEMENT,10,0,0
64,86677.31409913568,5766.4257884556955,11,MORTGAGE,MEDICAL,13,0,0
45,32177.414691768325,5866.398528967198,0,MORTGAGE,DEBT_CONSOLIDATION,12,0,0
51,118100.75880781694,10309.724855069231,0,RENT,EDUCATION,10,0,0
29,83951.04301374478,4174.045082260175,5,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
35,59318.17217761939,28937.651846107867,4,RENT,DEBT_CONSOLIDATION,4,0,0
26,83884.36307871237,14355.048809882785,3,MORTGAGE,EDUCATION,5,1,1
36,87917.73890271038,14029.076614070054,3,MORTGAGE,MEDICAL,5,0,0
42,93152.52087290409,16275.926652223901,3,RENT,HOME_IMPROVEMENT,12,0,0
45,77359.08277519245,30500.23979101803,5,MORTGAGE,VENTURE,3,0,1
40,98748.18940807736,39437.25690379009,0,RENT,DEBT_CONSOLIDATION,8,1,1
41,139435.51237882907,34640.73809989245,1,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
26,67094.85132281686,33283.75689967908,4,MORTGAGE,HOME_IMPROVEMENT,8,0,1
33,114343.14021859338,22828.820980836517,7,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
34,136278.83238715018,31833.638949598706,1,MORTGAGE,DEBT_CONSOLIDATION,13,0,0
26,79277.30584879179,25768.781825444075,4,MORTGAGE,HOME_IMPROVEMENT,7,0,0
28,77649.25872964752,11298.772712020742,7,RENT,DEBT_CONSOLIDATION,10,0,0
27,98275.20809612134,10969.299812865182,3,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
42,96882.87872492346,14744.856295637188,0,RENT,HOME_IMPROVEMENT,15,0,0
48,124856.614502416,41164.51485170197,3,RENT,HOME_IMPROVEMENT,5,0,1
37,81942.83989117805,25538.838136328213,2,MORTGAGE,MEDICAL,12,0,1
50,149495.98345312735,33557.93121108039,15,RENT,EDUCATION,1,0,0
49,27731.3039527465,16902.026672111548,0,RENT,HOME_IMPROVEMENT,12,0,1
58,20411.820315491226,19531.778138604685,6,MORTGAGE,MEDICAL,6,0,1
54,103225.78050275109,7399.319881401809,0,RENT,VENTURE,19,0,0
37,58796.53860704397,9365.683186331826,3,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
61,51249.71053093289,37576.33185752426,4,RENT,DEBT_CONSOLIDATION,16,0,1
58,60546.88040055646,27148.06116262193,2,RENT,EDUCATION,19,0,1
36,53286.18346364406,16513.896033004214,3,RENT,HOME_IMPROVEMENT,3,0,1
33,24002.70645585822,36522.60198680848,1,MORTGAGE,VENTURE,10,0,1
50,146299.29551077652,12600.355942433269,2,MORTGAGE,EDUCATION,18,1,0
43,48696.91349886163,43969.40603980876,5,RENT,EDUCATION,13,0,1
54,115423.86913660982,16827.1571330853,2,RENT,MEDICAL,18,0,0
63,119137.53131024279,16504.371028502785,13,OWN,HOME_IMPROVEMENT,3,0,0
64,140803.46174093982,15412.211938078324,5,RENT,DEBT_CONSOLIDATION,3,0,0
53,23971.429422139398,7250.795184744381,3,MORTGAGE,VENTURE,12,0,0
22,133366.283998111,6778.897335276533,0,RENT,DEBT_CONSOLIDATION,4,0,0
56,88539.40350917402,29868.516484967306,4,MORTGAGE,VENTURE,8,1,1
62,102230.73429555763,39630.07591599602,8,RENT,MEDICAL,9,1,1
59,103781.13602573438,35992.38194168196,1,MORTGAGE,EDUCATION,14,0,0
45,126573.71464801457,8067.626542918097,9,MORTGAGE,HOME_IMPROVEMENT,5,0,0
42,63342.95188068436,25460.031237058858,1,MORTGAGE,HOME_IMPROVEMENT,19,0,1
63,115296.65468179915,6540.43647699552,10,RENT,DEBT_CONSOLIDATION,16,0,0
58,88715.15426388562,3947.66967536233,0,MORTGAGE,DEBT_CONSOLIDATION,12,1,0
34,123141.2218596952,30224.59195354499,12,MORTGAGE,EDUCATION,4,0,0
23,148770.98426011734,25011.550348255063,4,RENT,VENTURE,5,0,0
48,46084.63226248896,5527.018464093247,2,RENT,EDUCATION,7,0,0
41,149304.32340279972,3502.3875954575033,1,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
44,31675.58005676062,44559.52577660139,3,RENT,HOME_IMPROVEMENT,6,1,1
32,20301.2812276258,3290.9172824100906,14,MORTGAGE,VENTURE,5,0,0
37,25741.051703118064,21114.714881156866,1,MORTGAGE,HOME_IMPROVEMENT,14,0,1
52,64431.71261577902,23698.61805813091,0,MORTGAGE,HOME_IMPROVEMENT,13,0,0
35,102277.82298819644,7043.0463554191365,5,OWN,VENTURE,10,0,0
64,28973.84031542045,9269.656472907798,4,OWN,EDUCATION,18,0,0
61,20736.555888843744,17127.615275645156,4,RENT,HOME_IMPROVEMENT,4,0,1
63,141821.83369964332,34752.062677187496,6,MORTGAGE,VENTURE,8,0,0
21,126850.46267219086,23804.544234591467,1,RENT,DEBT_CONSOLIDATION,3,1,1
54,125193.81224807404,29429.780605777345,14,MORTGAGE,MEDICAL,17,0,0
61,134975.15581525702,44362.50586889902,3,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
53,111004.45546037357,35024.233718468015,0,RENT,DEBT_CONSOLIDATION,11,0,1
49,33572.53686725059,20677.54442007236,8,OWN,VENTURE,16,0,0
32,71883.02444958399,21197.002637251597,6,RENT,DEBT_CONSOLIDATION,12,0,0
32,114009.43324040184,28607.199312763216,2,MORTGAGE,EDUCATION,13,0,0
37,56443.47990289772,30610.703962012885,5,MORTGAGE,VENTURE,16,0,1
51,109362.82733771089,23530.569810976867,1,MORTGAGE,VENTURE,1,0,1
51,23184.798274794804,29729.032581044135,3,RENT,MEDICAL,16,0,1
54,59797.85431434712,3011.8972598062473,13,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
58,91386.94371603245,20473.783147564296,0,MORTGAGE,EDUCATION,6,0,0
65,102171.6778358115,13994.3372711595,2,RENT,DEBT_CONSOLIDATION,12,0,0
48,95015.2863800484,7554.501145453747,10,MORTGAGE,HOME_IMPROVEMENT,8,1,0
48,110708.31588954583,6280.500050777331,20,RENT,VENTURE,7,1,1
63,20791.53727117908,27937.2631214307,3,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
35,33122.35599707779,24514.823527562305,4,MORTGAGE,HOME_IMPROVEMENT,12,0,1
63,132962.75279628887,12904.117030843874,5,MORTGAGE,HOME_IMPROVEMENT,14,0,0
29,108627.32373172096,22250.852527218125,11,MORTGAGE,EDUCATION,11,0,0
49,34681.11354918147,23165.989552843555,11,MORTGAGE,MEDICAL,11,0,1
44,129469.6768618153,10385.38615886048,1,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
58,51490.0583171937,30040.001660910977,3,RENT,HOME_IMPROVEMENT,10,0,1
39,82173.78494537905,35579.53232460189,3,RENT,VENTURE,17,0,1
24,38875.54667500584,36032.93225824932,6,MORTGAGE,HOME_IMPROVEMENT,6,0,1
20,112314.30733482186,27906.202720248566,2,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
49,106691.07473185482,24000.459048317603,6,MORTGAGE,HOME_IMPROVEMENT,19,1,0
22,47444.6212515977,4623.3071492319805,4,RENT,DEBT_CONSOLIDATION,4,0,0
64,132242.09969141026,14376.745850619052,0,RENT,DEBT_CONSOLIDATION,9,0,0
33,72169.78314856258,6010.672211461306,1,RENT,VENTURE,6,0,0
49,58026.96183919643,43444.39591777437,3,OWN,HOME_IMPROVEMENT,16,0,0
23,39802.84663038961,7808.44628770771,2,MORTGAGE,MEDICAL,5,0,0
